utt_id,Real,Azure,Raw prediction,LoRA prediction,LoRA+Prompt prediction,WER__Azure,S__Azure,D__Azure,I__Azure,Subs__Azure,Dels__Azure,Ins__Azure,WER__Raw prediction,S__Raw prediction,D__Raw prediction,I__Raw prediction,Subs__Raw prediction,Dels__Raw prediction,Ins__Raw prediction,WER__LoRA prediction,S__LoRA prediction,D__LoRA prediction,I__LoRA prediction,Subs__LoRA prediction,Dels__LoRA prediction,Ins__LoRA prediction,WER__LoRA+Prompt prediction,S__LoRA+Prompt prediction,D__LoRA+Prompt prediction,I__LoRA+Prompt prediction,Subs__LoRA+Prompt prediction,Dels__LoRA+Prompt prediction,Ins__LoRA+Prompt prediction,delta_WER__Large_v3_stage,comparison__Large_v3_stage,delta_WER__Prompt_stage,comparison__Prompt_stage,delta_WER__Azure_to_LoRA,comparison__Azure_to_LoRA,delta_WER__Azure_to_Final,comparison__Azure_to_Final
05-53,BCTL2 1200. We are high.,Miss TL 2. 1200. We are high.,bctl 2 1200 we are high,bctl2 1200 we are high,bctl 2 1200 we are high,0.6,1,0,2,bctl2->2,,miss | tl,0.4,1,0,1,bctl2->2,,bctl,0.0,0,0,0,,,,0.4,1,0,1,bctl2->2,,bctl,-0.19999999999999996,Improvement,0.4,Worsen,-0.6,Improvement,-0.19999999999999996,Improvement
05-54,BCTL3. Target is 950 feet.,BCTL 3. Target is 950 feet.,bctl 3 target is 950 feet,bctl3 target is 950 feet,bctl3 target is 950 feet,0.4,1,0,1,bctl3->3,,bctl,0.4,1,0,1,bctl3->3,,bctl,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,-0.4,Improvement,-0.4,Improvement
05-55,1000 feet check.,Pause and check.,100 feet check,as in feed check,as and feed check,0.6666666666666666,2,0,0,1000->pause | feet->and,,,0.3333333333333333,1,0,0,1000->100,,,1.0,2,0,1,1000->in | feet->feed,,as,1.0,2,0,1,1000->and | feet->feed,,as,-0.3333333333333333,Improvement,0.0,Same,0.33333333333333337,Worsen,0.33333333333333337,Worsen
05-56,BCTL4 700 feet.,BCT of four 700 feet.,bctl 4 700 feet,bctl4 700 feet,bctl4 700ft,1.0,1,0,2,bctl4->four,,bct | of,0.6666666666666666,1,0,1,bctl4->4,,bctl,0.0,0,0,0,,,,0.6666666666666666,1,1,0,feet->700ft,700,,-0.33333333333333337,Improvement,0.6666666666666666,Worsen,-1.0,Improvement,-0.33333333333333337,Improvement
05-57,Check on profile. 2 whites 2 red.,Check on profile 2 whites to red.,check on profile to what is to read,check on profile two whites two reds,check on profile two whites two reds,0.14285714285714285,1,0,0,2->to,,,0.7142857142857143,4,0,1,2->what | whites->is | 2->to | red->read,,to,0.42857142857142855,3,0,0,2->two | 2->two | red->reds,,,0.42857142857142855,3,0,0,2->two | 2->two | red->reds,,,0.5714285714285714,Worsen,0.0,Same,0.2857142857142857,Worsen,0.2857142857142857,Worsen
05-58,Check. stabilize.,Check. stabilize.,check stabilize,check stabilize,check stabilize,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-59,"Speedbrakes not up. OK, speedbreaks up.","Speed brakes not up. OK, speed breaks up.",speedbrakes not up ok speedbrakes up,speed brakes not up okay speed brakes up,speedbrakes not up ok speedbrakes up,0.6666666666666666,2,0,2,speedbrakes->brakes | speedbreaks->breaks,,speed | speed,0.16666666666666666,1,0,0,speedbreaks->speedbrakes,,,0.8333333333333334,3,0,2,speedbrakes->brakes | ok->speed | speedbreaks->brakes,,speed | okay,0.16666666666666666,1,0,0,speedbreaks->speedbrakes,,,-0.5,Improvement,-0.6666666666666667,Improvement,0.16666666666666674,Worsen,-0.5,Improvement
05-60,Reversers normal and autobrake disarmed.,Reverse as normal. And auto break.,reverse as normal and auto brake disarmed,reverse as normal and autobrake disarmed,reverse as normal and autobrake disarmed,0.8,3,0,1,reversers->as | autobrake->auto | disarmed->break,,reverse,0.8,2,0,2,reversers->as | autobrake->brake,,reverse | auto,0.4,1,0,1,reversers->as,,reverse,0.4,1,0,1,reversers->as,,reverse,0.0,Same,0.0,Same,-0.4,Improvement,-0.4,Improvement
05-61,60 knots.,60 knots.,60 knots,60 knots,60 knots,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
06-01,"Roger, Cap. I have control.","Roger, I have control.",roger cap i have control,roger cap i have control,ok roger cap i have control,0.2,0,1,0,,cap,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.2,0,0,1,,,ok,-0.2,Improvement,0.2,Worsen,-0.2,Improvement,0.0,Same
06-02,"Roger, I am ready.","Roger, I am ready.",roger i am ready,roger i am ready,roger i am ready,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
06-03,VS check,"Yes, check.",vs check,vs check,vs check,0.5,1,0,0,vs->yes,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.5,Improvement,0.0,Same,-0.5,Improvement,-0.5,Improvement
06-04,"Roger, Captain.","Roger, Captain.",roger captain,roger captain,roger captain,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
06-05,"Busan Tower, Singapore 616. Runway in sight. Joining downwind runway 18R.",Busan Towers Singapore 616 runway inside joining downwind runway 1/8 right.,busan tower singapore 616 runway inside joining downwind runway 18r,busan tower singapore 616 runway in sight joining downwind runway 18r,busan tower singapore 616 runway in sight joining downwind runway 18 right,0.5454545454545454,3,1,2,tower->towers | sight->inside | 18r->right,in,1 | 8,0.18181818181818182,1,1,0,sight->inside,in,,0.0,0,0,0,,,,0.18181818181818182,1,0,1,18r->right,,18,-0.3636363636363636,Improvement,0.18181818181818182,Worsen,-0.5454545454545454,Improvement,-0.3636363636363636,Improvement
06-06,Execute Confirm?,Execute confirm,execute confirm,execute confirm,execute confirm,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
06-07,Route 2 Activated ,Bluetooth activated.,root 2 activated,root 2 activated,root 2 activated,0.6666666666666666,1,1,0,2->bluetooth,route,,0.3333333333333333,1,0,0,route->root,,,0.3333333333333333,1,0,0,route->root,,,0.3333333333333333,1,0,0,route->root,,,-0.3333333333333333,Improvement,0.0,Same,-0.3333333333333333,Improvement,-0.3333333333333333,Improvement
06-08,Roger. Direct to AB18R.,"Roger, direct to beam 1/8 right?",roger direct to beam 18r,roger direct to beam 18r,roger direct to beam 18r,1.0,1,0,3,ab18r->right,,beam | 1 | 8,0.5,1,0,1,ab18r->18r,,beam,0.5,1,0,1,ab18r->18r,,beam,0.5,1,0,1,ab18r->18r,,beam,-0.5,Improvement,0.0,Same,-0.5,Improvement,-0.5,Improvement
06-09,Execute Confirm?,Execute confirm,execute confirm,execute confirm confirm,execute confirm,0.0,0,0,0,,,,0.0,0,0,0,,,,0.5,0,0,1,,,confirm,0.0,0,0,0,,,,0.0,Same,-0.5,Improvement,0.5,Worsen,0.0,Same
06-10,6000 check,6000 cheque.,6000 check,6000 check,6000 check,0.5,1,0,0,check->cheque,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.5,Improvement,0.0,Same,-0.5,Improvement,-0.5,Improvement
06-11,Flaps 30.,Clap 30.,flaps 30,flaps 30,flaps 30,0.5,1,0,0,flaps->clap,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.5,Improvement,0.0,Same,-0.5,Improvement,-0.5,Improvement
06-12,Flaps at 30.,Flaps at 30.,flapset 30,flaps at 30,flaps at 30,0.0,0,0,0,,,,0.6666666666666666,1,1,0,at->flapset,flaps,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.6666666666666666,Worsen,0.0,Same,0.0,Same,0.0,Same
06-13,Speedbrakes.,Speed brakes.,speedbrakes,speed breaks,speedbrakes,2.0,1,0,1,speedbrakes->brakes,,speed,0.0,0,0,0,,,,2.0,1,0,1,speedbrakes->breaks,,speed,0.0,0,0,0,,,,-2.0,Improvement,-2.0,Improvement,0.0,Same,-2.0,Improvement
06-14,Flaps.,Flaps.,flips,flaps,flaps,0.0,0,0,0,,,,1.0,1,0,0,flaps->flips,,,0.0,0,0,0,,,,0.0,0,0,0,,,,1.0,Worsen,0.0,Same,0.0,Same,0.0,Same
06-15,30. Green light. Exterior lights.,30 green light.,30 green light exterior lights,30 green light exterior lights,30 green light exterior lights,0.4,0,2,0,,exterior | lights,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.4,Improvement,0.0,Same,-0.4,Improvement,-0.4,Improvement
06-16,"Obtain 18R, Landing Checklist Complete.",Opting one right. Landing checklist complete.,opting 18r landing checklist complete,opting 18r landing checklist complete,opting 18r landing checklist complete,0.6,2,0,1,obtain->one | 18r->right,,opting,0.2,1,0,0,obtain->opting,,,0.2,1,0,0,obtain->opting,,,0.2,1,0,0,obtain->opting,,,-0.39999999999999997,Improvement,0.0,Same,-0.39999999999999997,Improvement,-0.39999999999999997,Improvement
06-17,Roger.,Roger.,roger,roger,roger,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
06-18,Captain. Supposed to fly in autopilot. Cycling FDs.,E captain is supposed to fly in uh. Cycling FDs.,the captain is supposed to fly in a autopilot,captain is supposed to fly in autopilot,captain is supposed to fly in autopilot,0.375,1,0,2,autopilot->uh,,e | is,0.625,2,1,2,cycling->a | fds->autopilot,autopilot,the | is,0.375,0,2,1,,cycling | fds,is,0.375,0,2,1,,cycling | fds,is,0.25,Worsen,0.0,Same,0.0,Same,0.0,Same
06-19,"Roger, recycling the FDs.",Roger recycling the FTS.,roger recycling the fts,roger recycling the fts,roger recycling the fts,0.25,1,0,0,fds->fts,,,0.25,1,0,0,fds->fts,,,0.25,1,0,0,fds->fts,,,0.25,1,0,0,fds->fts,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
06-20,"OK, Ok, Roger, Roger. I have control.","OK, Ok, Roger, Roger. I have control.",ok ok roger roger i have control,okay okay roger roger i have control,ok ok roger roger i have control,0.0,0,0,0,,,,0.0,0,0,0,,,,0.2857142857142857,2,0,0,ok->okay | ok->okay,,,0.0,0,0,0,,,,0.0,Same,-0.2857142857142857,Improvement,0.2857142857142857,Worsen,0.0,Same
06-21,"Roger, I am ready.","Roger, I am ready.",roger that i m ready,roger i am ready,roger i am ready,0.0,0,0,0,,,,0.5,1,0,1,am->m,,that,0.0,0,0,0,,,,0.0,0,0,0,,,,0.5,Worsen,0.0,Same,0.0,Same,0.0,Same
06-22,VS check.,VS check.,vs check,vs check,vs check,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
06-23,Roger Captain.,Roger Captain.,roger captain,roger captain,roger captain,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
06-24,"Busan Tower, Singapore 616. Runway in sight. Joining downwind runway 18R.",Buzzan Tower Singapore 616 surround way inside joining downwind runway 18 right?,busan tower singapore 616 runway insight joining downwind runway 18r,busan tower singapore 616 runway in sight joining downwind runway 18r,busan tower singapore 616 runway in sight joining downwind runway 18r,0.5454545454545454,5,0,1,busan->buzzan | runway->surround | in->way | sight->inside | 18r->right,,18,0.18181818181818182,1,1,0,sight->insight,in,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.3636363636363636,Improvement,0.0,Same,-0.5454545454545454,Improvement,-0.5454545454545454,Improvement
06-25,cleared to join downwind runway 18R.,cleared to join. Don't win? Runaway. Want it right?,to join downwind runway 18r,cleared to join downwind runway 18r,cleared to join downwind runway 18r,1.1666666666666667,3,0,4,downwind->want | runway->it | 18r->right,,don | t | win | runaway,0.16666666666666666,0,1,0,,cleared,,0.0,0,0,0,,,,0.0,0,0,0,,,,-1.0,Improvement,0.0,Same,-1.1666666666666667,Improvement,-1.1666666666666667,Improvement
06-26,Alt Hold.,OK.,okay out pull,a out pull,ok alt hold,1.0,1,1,0,hold->ok,alt,,1.5,2,0,1,alt->out | hold->pull,,okay,1.5,2,0,1,alt->out | hold->pull,,a,0.5,0,0,1,,,ok,0.5,Worsen,-1.0,Improvement,0.5,Worsen,-0.5,Improvement
06-27,Heading Sel.,Heading SO.,eating show,heading 0,heading sel,0.5,1,0,0,sel->so,,,1.0,2,0,0,heading->eating | sel->show,,,0.5,1,0,0,sel->0,,,0.0,0,0,0,,,,0.5,Worsen,-0.5,Improvement,0.0,Same,-0.5,Improvement
06-28,Roger. Activate Route 2.,"Roger, activate Route 2.",roger activate route 2,roger activate route 2,roger activate route 2,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
06-29,Execute confirm?,Execute confirm.,execute confirm,execute confirm,execute confirm,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
06-30,OK. Route 2 Activated. LNAV available.,Key route to activated LNEF available.,ok roto activated lnf available,k route 2 activated lnav available,ok route two activated lnav available,0.5,3,0,0,ok->key | 2->to | lnav->lnef,,,0.5,2,1,0,2->roto | lnav->lnf,route,,0.16666666666666666,1,0,0,ok->k,,,0.16666666666666666,1,0,0,2->two,,,0.0,Same,0.0,Same,-0.33333333333333337,Improvement,-0.33333333333333337,Improvement
06-31,Roger,Roger,roger,roger,roger,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
06-32,Roger Direct to AB18R.,Direct Roger direct to a beam. Want it right?,roger direct to beam 18r,roger direct to beam 18r,roger direct to beam 18r,1.5,1,0,5,ab18r->right,,direct | a | beam | want | it,0.5,1,0,1,ab18r->18r,,beam,0.5,1,0,1,ab18r->18r,,beam,0.5,1,0,1,ab18r->18r,,beam,-1.0,Improvement,0.0,Same,-1.0,Improvement,-1.0,Improvement
06-33,Execute Confirm?,Executive confirm.,execute confirm,execute confirm,execute confirm,0.5,1,0,0,execute->executive,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.5,Improvement,0.0,Same,-0.5,Improvement,-0.5,Improvement
06-34,Direct AB18R.,Direct a beam. Want it right?,direct up you want it right,direct ab18r,direct ab18r,2.5,1,0,4,ab18r->right,,a | beam | want | it,2.5,1,0,4,ab18r->right,,up | you | want | it,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,-2.5,Improvement,-2.5,Improvement
06-35,6000 feet check.,6000 feet. Check.,6000 feet check,6000 feet check,6000 feet check,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
06-36,Flaps 30. ,,let s study,flaps 30,flaps 30,1.0,0,2,0,,flaps | 30,,1.5,2,0,1,flaps->s | 30->study,,let,0.0,0,0,0,,,,0.0,0,0,0,,,,0.5,Worsen,0.0,Same,-1.0,Improvement,-1.0,Improvement
06-37,Flaps at 30.,Flaps.,flaps at 30,flaps at 30,flaps at 30,0.6666666666666666,0,2,0,,at | 30,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.6666666666666666,Improvement,0.0,Same,-0.6666666666666666,Improvement,-0.6666666666666666,Improvement
06-38,Landing Gear. Speedbrakes.,Linda Gear. Speed bricks.,end gear speed brakes,end gear speed breaks,ending gear speedbrakes,1.0,2,0,1,landing->linda | speedbrakes->bricks,,speed,1.0,2,0,1,landing->end | speedbrakes->brakes,,speed,1.0,2,0,1,landing->end | speedbrakes->breaks,,speed,0.3333333333333333,1,0,0,landing->ending,,,0.0,Same,-0.6666666666666667,Improvement,0.0,Same,-0.6666666666666667,Improvement
06-39,Flaps,Flips.,flips,flaps,flaps,1.0,1,0,0,flaps->flips,,,1.0,1,0,0,flaps->flips,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,-1.0,Improvement,-1.0,Improvement
06-40,30. Green Lights. Exterior Lights.,Are you going to exterior lights?,that is green light x ray lights,30green light exterior lights op,30 green light exterior lights,0.8,3,0,1,30->you | green->going | lights->to,,are,1.0,3,0,2,30->is | lights->x | exterior->ray,,that | light,0.8,2,1,1,green->30green | lights->light,30,op,0.2,1,0,0,lights->light,,,0.19999999999999996,Worsen,-0.6000000000000001,Improvement,0.0,Same,-0.6000000000000001,Improvement
06-41,OK. Obtain Runway 18R. Landing checklist complete.,On OK obtain right one way right then each right is complete.,if i ve been wrong we want it right then it is complete,opting runway 18r landing flight is complete,optain runway 18r landing flight is complete,1.2857142857142858,4,0,5,runway->then | 18r->each | landing->right | checklist->is,,on | right | one | way | right,1.7142857142857142,6,0,6,ok->want | obtain->it | runway->right | 18r->then | landing->it | checklist->is,,if | i | ve | been | wrong | we,0.5714285714285714,2,1,1,obtain->opting | checklist->is,ok,flight,0.5714285714285714,2,1,1,obtain->optain | checklist->is,ok,flight,0.4285714285714284,Worsen,0.0,Same,-0.7142857142857144,Improvement,-0.7142857142857144,Improvement
06-42,Roger,Roger.,oh jeez,roger,roger,0.0,0,0,0,,,,2.0,1,0,1,roger->jeez,,oh,0.0,0,0,0,,,,0.0,0,0,0,,,,2.0,Worsen,0.0,Same,0.0,Same,0.0,Same
06-43,LNAV,"I'll tell you, I'll never.",help me,cycle,help me cycle,7.0,1,0,6,lnav->never,,i | ll | tell | you | i | ll,2.0,1,0,1,lnav->me,,help,1.0,1,0,0,lnav->cycle,,,3.0,1,0,2,lnav->cycle,,help | me,-5.0,Improvement,2.0,Worsen,-6.0,Improvement,-4.0,Improvement
06-44,Confirm. Recycle FDs.,Confirm recycled.,confirm you re secure after this,confirm recycled fds,confirm recycle fds,0.6666666666666666,1,1,0,fds->recycled,recycle,,1.6666666666666667,2,0,3,recycle->after | fds->this,,you | re | secure,0.3333333333333333,1,0,0,recycle->recycled,,,0.0,0,0,0,,,,1.0,Worsen,-0.3333333333333333,Improvement,-0.3333333333333333,Improvement,-0.6666666666666666,Improvement
06-45,Roger. Cycling the FDs.,"Hey Roger, cycling the FDS.",hey roger is cycling the fds,hey roger cycling to fd sir,ok roger cycling the fds,0.25,0,0,1,,,hey,0.5,0,0,2,,,hey | is,1.0,2,0,2,the->fd | fds->sir,,hey | to,0.25,0,0,1,,,ok,0.25,Worsen,-0.75,Improvement,0.75,Worsen,0.0,Same
06-46,Cap. We are high.,"OK, Cap, we are high.",tip we are high,okay we are high,ok we are high,0.25,0,0,1,,,ok,0.25,1,0,0,cap->tip,,,0.25,1,0,0,cap->okay,,,0.25,1,0,0,cap->ok,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
06-47,4 Whites.,For heights. ,for whites,4 heights,4 heights,1.0,2,0,0,4->for | whites->heights,,,0.5,1,0,0,4->for,,,0.5,1,0,0,whites->heights,,,0.5,1,0,0,whites->heights,,,-0.5,Improvement,0.0,Same,-0.5,Improvement,-0.5,Improvement
06-48,Check. Captain we are high. Go around.,check. Captain will Hi go around.,check captain we are high go around,check captain we are high go around,check captain we are high go around,0.42857142857142855,2,1,0,are->will | high->hi,we,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.42857142857142855,Improvement,0.0,Same,-0.42857142857142855,Improvement,-0.42857142857142855,Improvement
07-01,"Roger, Captain. Flaps 30. Execute. Confirm."," Roger, Captain Flaps 30. Execute. Confirm.",roger captain flaps 30 execute confirm,roger captain flaps 30 execute confirm,roger captain flaps 30 execute confirm,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
07-02,"Roger, I have control.","Roger, I have control.",roger i have control,roger i have control,roger i have control,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
07-03,"Roger, I am ready.","Roger, I am ready.",roger i am ready,roger i am ready,roger i am ready,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
07-04,VS check.,VS check.,vs check,vs check,vs check,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
07-05,I am on route 2 LEGS.,I am on route 2 lakes.,i am on route 2 lakes,i am on route two lakes,i am on route to lakes,0.16666666666666666,1,0,0,legs->lakes,,,0.16666666666666666,1,0,0,legs->lakes,,,0.3333333333333333,2,0,0,2->two | legs->lakes,,,0.3333333333333333,2,0,0,2->to | legs->lakes,,,0.0,Same,0.0,Same,0.16666666666666666,Worsen,0.16666666666666666,Worsen
07-06,I am with you on Route 2 LEGS.,I am with you on Route 2 legs.,i am with you on route 2 legs,i am with you on route two legs,i am with you on route two legs,0.0,0,0,0,,,,0.0,0,0,0,,,,0.125,1,0,0,2->two,,,0.125,1,0,0,2->two,,,0.0,Same,0.0,Same,0.125,Worsen,0.125,Worsen
07-07,"Captain, would you like Control?","Captain, would you like Control?",captain would you like control,captain would you like control,captain would you like control,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
07-08,"Busan Tower, Singapore 616 runway in sight.","Busan Tower, Singapore 616 runway in site.",busan tower singapore 616 runway in sight,busan tower singapore 616 runway in sight,busan tower singapore 616 runway in sight,0.14285714285714285,1,0,0,sight->site,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.14285714285714285,Improvement,0.0,Same,-0.14285714285714285,Improvement,-0.14285714285714285,Improvement
07-09,Clear to land runway 18R. Singapore 616.,Singapore 616.,cleared to land runway 18r singapore 616,cleared to land runway 18r singapore 616,cleared to land runway 18r singapore 616,0.7142857142857143,0,5,0,,clear | to | land | runway | 18r,,0.14285714285714285,1,0,0,clear->cleared,,,0.14285714285714285,1,0,0,clear->cleared,,,0.14285714285714285,1,0,0,clear->cleared,,,-0.5714285714285714,Improvement,0.0,Same,-0.5714285714285714,Improvement,-0.5714285714285714,Improvement
07-10,Alt Hold. ,Outhold.,out hold,out hold,alt hold,1.0,1,1,0,hold->outhold,alt,,0.5,1,0,0,alt->out,,,0.5,1,0,0,alt->out,,,0.0,0,0,0,,,,-0.5,Improvement,-0.5,Improvement,-0.5,Improvement,-1.0,Improvement
07-11,Heading Sel. Route 2.,Heading Cell. Route 2.,heading cell route 2,aiding cell route 2,heading sel route 2,0.25,1,0,0,sel->cell,,,0.25,1,0,0,sel->cell,,,0.5,2,0,0,heading->aiding | sel->cell,,,0.0,0,0,0,,,,0.0,Same,-0.5,Improvement,0.25,Worsen,-0.25,Improvement
07-12,Route 2 activated.,Route 2 activated.,route 2 activated,route 2 activated,route 2 activated,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
07-13,Roger. Direct to AB18R.,"Roger direct to EBIM 1/8, right?",roger direct to abim 18r,roger direct to ab18r,roger direct to ab18r,1.0,1,0,3,ab18r->right,,ebim | 1 | 8,0.5,1,0,1,ab18r->18r,,abim,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.5,Improvement,0.0,Same,-1.0,Improvement,-1.0,Improvement
07-14,Confirm.,Confirm.,confirm,confirm,confirm,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
07-15,Confirm.,Confirm.,confirm,confirm,confirm,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
07-16,6000 is checked.,6000 is checked.,6000 is checked,6000 is checked,6000 is checked,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
07-17,Speed Check. Flaps 30. ,Speak. Check. Flaps dirty.,speed check flaps 30,speed check flaps 30,speed check flaps 30,0.5,2,0,0,speed->speak | 30->dirty,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.5,Improvement,0.0,Same,-0.5,Improvement,-0.5,Improvement
07-18,Flaps at 30.,Flaps at 30.,flaps at 30,flaps at 30,flaps at 30,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
07-19,Landing checklist below the line. Landing Gear.,The ending checklist below the line.,tending checklist below the line blending gear,tending checklist below the line blending gear,tending checklist below the line blending gear down,0.5714285714285714,1,2,1,landing->ending,landing | gear,the,0.2857142857142857,2,0,0,landing->tending | landing->blending,,,0.2857142857142857,2,0,0,landing->tending | landing->blending,,,0.42857142857142855,2,0,1,landing->tending | landing->blending,,down,-0.2857142857142857,Improvement,0.14285714285714285,Worsen,-0.2857142857142857,Improvement,-0.14285714285714285,Improvement
07-20,Down. Speedbrake.,Down speed brake.,down speed brake,down speed break,down speedbrake r,1.0,1,0,1,speedbrake->brake,,speed,1.0,1,0,1,speedbrake->brake,,speed,1.0,1,0,1,speedbrake->break,,speed,0.5,0,0,1,,,r,0.0,Same,-0.5,Improvement,0.0,Same,-0.5,Improvement
07-21,Check. 30. Green Light.,Check dirty green light.,check 30 green light,check 30 green light,check 30 green light,0.25,1,0,0,30->dirty,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.25,Improvement,0.0,Same,-0.25,Improvement,-0.25,Improvement
07-22,Landing Clearance.,Landing clearance.,landing clearance,landing clearance,landing clearance,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
07-23,Check. Roger.,"Jack, Roger.",check roger,check roger,check roger,0.5,1,0,0,check->jack,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.5,Improvement,0.0,Same,-0.5,Improvement,-0.5,Improvement
07-24,FDs recycled.,FDS Recycled.,fd is recycled,fd is recycled,fd is recycled,0.0,0,0,0,,,,1.0,1,0,1,fds->is,,fd,1.0,1,0,1,fds->is,,fd,1.0,1,0,1,fds->is,,fd,1.0,Worsen,0.0,Same,1.0,Worsen,1.0,Worsen
07-25,"2 Reds, 2 Whites on the PAPI.","Two Reds, 2 whites on the puppy.",two reds two whites on the puppy,2 reds 2 whites on the puppy,2 reds 2 whites on the papi,0.2857142857142857,2,0,0,2->two | papi->puppy,,,0.42857142857142855,3,0,0,2->two | 2->two | papi->puppy,,,0.14285714285714285,1,0,0,papi->puppy,,,0.0,0,0,0,,,,0.14285714285714285,Worsen,-0.14285714285714285,Improvement,-0.14285714285714285,Improvement,-0.2857142857142857,Improvement
